player,td24_rush,td24_rec,td24_total,career_rush,career_rec,career_total
m. m.carter,1,0,1,1,1,2
m. m.davis,0,0,0,10,3,13
m. m.evans,0,12,12,0,63,63
m. m.gallup,0,0,0,0,14,14
m. m.gaskin,0,0,0,6,6,12
m. m.gesicki,0,2,2,0,18,18
m. m.glennon,0,0,0,1,0,1
m. m.goodwin,0,0,0,0,5,5
m. m.gordon,0,0,0,20,3,23
m. m.hall,0,0,0,0,2,2
m. m.hardman,1,0,1,4,13,17
m. m.harrison,0,8,8,0,8,8
m. m.heath,0,2,2,0,3,3
m. m.hollins,0,6,6,0,15,15
m. m.ingram,0,0,0,5,0,5
m. m.jones,1,0,1,2,17,19
m. m.lewis,0,0,0,0,6,6
m. m.mack,0,0,0,1,1,2
m. m.mariota,1,0,1,7,0,7
m. m.mayer,0,0,0,0,2,2
m. m.mims,0,6,6,0,7,7
m. m.nabers,0,7,7,0,7,7
m. m.penix,1,0,1,1,0,1
m. m.perry,0,0,0,0,1,1
m. m.pittman,0,3,3,0,18,18
m. m.pruitt,0,1,1,0,11,11
m. m.rudolph,1,0,1,1,0,1
m. m.ryan,0,0,0,4,0,4
m. m.sanders,2,1,3,22,1,23
m. m.sanu,0,0,0,0,1,1
m. m.stafford,0,0,0,3,0,3
m. m.taylor,0,0,0,0,1,1
m. m.thomas,0,0,0,0,6,6
m. m.trubisky,0,0,0,6,0,6
m. m.turner,0,0,0,0,3,3
m. m.valdes-scantling,0,4,4,0,20,20
m. m.washington,1,0,1,1,0,1
m. m.white,0,0,0,1,0,1
m. m.wilcox,0,0,0,0,1,1
m. m.williams,0,1,1,0,22,22
m. m.willis,1,0,1,2,0,2
m. ma.jones,0,0,0,0,1,1
m. mi.carter,0,0,0,7,0,7
m. mi.wilson,0,4,4,0,7,7
m.alie-cox,0,1,1,0,13,13
m.andrews,0,11,11,0,38,38
m.boone,0,0,0,1,0,1
m.boykin,0,0,0,0,4,4
m.breida,0,0,0,4,2,6
m.brown,0,0,0,7,21,28
m.burton,1,1,2,2,1,3
m.callaway,0,0,0,0,7,7
m.carter,1,0,1,1,1,2
m.davis,0,0,0,10,3,13
m.evans,0,12,12,0,63,63
m.gallup,0,0,0,0,14,14
m.gaskin,0,0,0,6,6,12
m.gesicki,0,2,2,0,18,18
m.glennon,0,0,0,1,0,1
m.goodwin,0,0,0,0,5,5
m.gordon,0,0,0,20,3,23
m.hall,0,0,0,0,2,2
m.hardman,1,0,1,4,13,17
m.harrison,0,8,8,0,8,8
m.heath,0,2,2,0,3,3
m.hollins,0,6,6,0,15,15
m.ingram,0,0,0,5,0,5
m.jones,1,0,1,2,17,19
m.lewis,0,0,0,0,6,6
m.m.alie-cox,0,1,1,0,13,13
m.m.andrews,0,11,11,0,38,38
m.m.boone,0,0,0,1,0,1
m.m.boykin,0,0,0,0,4,4
m.m.breida,0,0,0,4,2,6
m.m.brown,0,0,0,7,21,28
m.m.burton,1,1,2,2,1,3
m.m.callaway,0,0,0,0,7,7
m.m.carter,1,0,1,1,1,2
m.m.davis,0,0,0,10,3,13
m.m.evans,0,12,12,0,63,63
m.m.gallup,0,0,0,0,14,14
m.m.gaskin,0,0,0,6,6,12
m.m.gesicki,0,2,2,0,18,18
m.m.glennon,0,0,0,1,0,1
m.m.goodwin,0,0,0,0,5,5
m.m.gordon,0,0,0,20,3,23
m.m.hall,0,0,0,0,2,2
m.m.hardman,1,0,1,4,13,17
m.m.harrison,0,8,8,0,8,8
m.m.heath,0,2,2,0,3,3
m.m.hollins,0,6,6,0,15,15
m.m.ingram,0,0,0,5,0,5
m.m.jones,1,0,1,2,17,19
m.m.lewis,0,0,0,0,6,6
m.m.mack,0,0,0,1,1,2
m.m.mariota,1,0,1,7,0,7
m.m.mayer,0,0,0,0,2,2
m.m.mims,0,6,6,0,7,7
m.m.nabers,0,7,7,0,7,7
m.m.penix,1,0,1,1,0,1
m.m.perry,0,0,0,0,1,1
m.m.pittman,0,3,3,0,18,18
m.m.pruitt,0,1,1,0,11,11
m.m.rudolph,1,0,1,1,0,1
m.m.ryan,0,0,0,4,0,4
m.m.sanders,2,1,3,22,1,23
m.m.sanu,0,0,0,0,1,1
m.m.stafford,0,0,0,3,0,3
m.m.taylor,0,0,0,0,1,1
m.m.thomas,0,0,0,0,6,6
m.m.trubisky,0,0,0,6,0,6
m.m.turner,0,0,0,0,3,3
m.m.valdes-scantling,0,4,4,0,20,20
m.m.washington,1,0,1,1,0,1
m.m.white,0,0,0,1,0,1
m.m.wilcox,0,0,0,0,1,1
m.m.williams,0,1,1,0,22,22
m.m.willis,1,0,1,2,0,2
m.ma.jones,0,0,0,0,1,1
m.mack,0,0,0,1,1,2
m.mariota,1,0,1,7,0,7
m.mayer,0,0,0,0,2,2
m.mi.carter,0,0,0,7,0,7
m.mi.wilson,0,4,4,0,7,7
m.mims,0,6,6,0,7,7
m.nabers,0,7,7,0,7,7
m.penix,1,0,1,1,0,1
m.perry,0,0,0,0,1,1
m.pittman,0,3,3,0,18,18
m.pruitt,0,1,1,0,11,11
m.rudolph,1,0,1,1,0,1
m.ryan,0,0,0,4,0,4
m.sanders,2,1,3,22,1,23
m.sanu,0,0,0,0,1,1
m.stafford,0,0,0,3,0,3
m.taylor,0,0,0,0,1,1
m.thomas,0,0,0,0,6,6
m.trubisky,0,0,0,6,0,6
m.turner,0,0,0,0,3,3
m.valdes-scantling,0,4,4,0,20,20
m.washington,1,0,1,1,0,1
m.white,0,0,0,1,0,1
m.wilcox,0,0,0,0,1,1
m.williams,0,1,1,0,22,22
m.willis,1,0,1,2,0,2
ma.jones,0,0,0,0,1,1
mi.carter,0,0,0,7,0,7
mi.wilson,0,4,4,0,7,7
n. n.adkins,0,3,3,0,3,3
n. n.agholor,0,2,2,0,20,20
n. n.allegretti,0,0,0,0,1,1
n. n.bawden,0,0,0,1,0,1
n. n.boyle,0,0,0,0,2,2
n. n.brown,0,1,1,0,6,6
n. n.chubb,3,1,4,35,4,39
n. n.collins,0,8,8,0,20,20
n. n.dell,0,0,0,0,6,6
n. n.fant,0,1,1,0,12,12
n. n.foles,0,0,0,1,0,1
n. n.gray,0,5,5,1,9,10
n. n.harris,6,0,6,28,6,34
n. n.harry,0,0,0,0,3,3
n. n.hines,0,0,0,6,6,12
n. n.vannett,0,3,3,0,5,5
n. n.westbrook-ikhine,0,9,9,0,19,19
n.adkins,0,3,3,0,3,3
n.agholor,0,2,2,0,20,20
n.allegretti,0,0,0,0,1,1
n.bawden,0,0,0,1,0,1
n.boyle,0,0,0,0,2,2
n.brown,0,1,1,0,6,6
n.chubb,3,1,4,35,4,39
n.collins,0,8,8,0,20,20
n.dell,0,0,0,0,6,6
n.fant,0,1,1,0,12,12
n.foles,0,0,0,1,0,1
n.gray,0,5,5,1,9,10
n.harris,6,0,6,28,6,34
n.harry,0,0,0,0,3,3
n.hines,0,0,0,6,6,12
n.n.adkins,0,3,3,0,3,3
n.n.agholor,0,2,2,0,20,20
n.n.allegretti,0,0,0,0,1,1
n.n.bawden,0,0,0,1,0,1
n.n.boyle,0,0,0,0,2,2
n.n.brown,0,1,1,0,6,6
n.n.chubb,3,1,4,35,4,39
n.n.collins,0,8,8,0,20,20
n.n.dell,0,0,0,0,6,6
n.n.fant,0,1,1,0,12,12
n.n.foles,0,0,0,1,0,1
n.n.gray,0,5,5,1,9,10
n.n.harris,6,0,6,28,6,34
n.n.harry,0,0,0,0,3,3
n.n.hines,0,0,0,6,6,12
n.n.vannett,0,3,3,0,5,5
n.n.westbrook-ikhine,0,9,9,0,19,19
n.vannett,0,3,3,0,5,5
n.westbrook-ikhine,0,9,9,0,19,19
o. o.beckham,0,0,0,1,13,14
o. o.howard,0,0,0,0,5,5
o. o.zaccheaus,0,3,3,0,12,12
o.beckham,0,0,0,1,13,14
o.howard,0,0,0,0,5,5
o.o.beckham,0,0,0,1,13,14
o.o.howard,0,0,0,0,5,5
o.o.zaccheaus,0,3,3,0,12,12
o.zaccheaus,0,3,3,0,12,12
p. p.barber,0,0,0,6,0,6
p. p.brown,0,0,0,0,3,3
p. p.campbell,0,1,1,0,5,5
p. p.dorsett,0,0,0,0,1,1
p. p.durham,0,2,2,0,2,2
p. p.freiermuth,0,7,7,0,18,18
p. p.hendershot,0,0,0,1,2,3
p. p.lindsay,0,0,0,2,1,3
p. p.mahomes,4,0,4,15,0,15
p. p.nacua,1,3,4,1,10,11
p. p.ricard,0,1,1,0,4,4
p. p.strong,0,0,0,2,0,2
p. p.taylor,1,0,1,2,0,2
p. p.washington,0,3,3,0,5,5
p. p.williams,0,0,0,0,4,4
p.barber,0,0,0,6,0,6
p.brown,0,0,0,0,3,3
p.campbell,0,1,1,0,5,5
p.dorsett,0,0,0,0,1,1
p.durham,0,2,2,0,2,2
p.freiermuth,0,7,7,0,18,18
p.hendershot,0,0,0,1,2,3
p.lindsay,0,0,0,2,1,3
p.mahomes,4,0,4,15,0,15
p.nacua,1,3,4,1,10,11
p.p.barber,0,0,0,6,0,6
p.p.brown,0,0,0,0,3,3
p.p.campbell,0,1,1,0,5,5
p.p.dorsett,0,0,0,0,1,1
p.p.durham,0,2,2,0,2,2
p.p.freiermuth,0,7,7,0,18,18
p.p.hendershot,0,0,0,1,2,3
p.p.lindsay,0,0,0,2,1,3
p.p.mahomes,4,0,4,15,0,15
p.p.nacua,1,3,4,1,10,11
p.p.ricard,0,1,1,0,4,4
p.p.strong,0,0,0,2,0,2
p.p.taylor,1,0,1,2,0,2
p.p.washington,0,3,3,0,5,5
p.p.williams,0,0,0,0,4,4
p.ricard,0,1,1,0,4,4
p.strong,0,0,0,2,0,2
p.taylor,1,0,1,2,0,2
p.washington,0,3,3,0,5,5
p.williams,0,0,0,0,4,4
q. q.cephus,0,0,0,0,4,4
q. q.johnston,0,8,8,0,10,10
q. q.morris,0,1,1,0,3,3
q. q.ollison,0,0,0,1,0,1
q. q.watkins,0,0,0,0,6,6
q.cephus,0,0,0,0,4,4
q.johnston,0,8,8,0,10,10
q.morris,0,1,1,0,3,3
q.ollison,0,0,0,1,0,1
q.q.cephus,0,0,0,0,4,4
q.q.johnston,0,8,8,0,10,10
q.q.morris,0,1,1,0,3,3
q.q.ollison,0,0,0,1,0,1
q.q.watkins,0,0,0,0,6,6
q.watkins,0,0,0,0,6,6
r. r.anderson,0,0,0,0,9,9
r. r.bateman,0,11,11,0,15,15
r. r.bell,0,0,0,0,3,3
r. r.blackshear,0,0,0,3,0,3
r. r.bonnafon,0,0,0,0,1,1
r. r.burkhead,0,0,0,6,4,10
r. r.chosen,0,0,0,0,1,1
r. r.cobb,0,0,0,0,10,10
r. r.cracraft,0,0,0,0,3,3
r. r.davis,4,3,7,4,3,7
r. r.doubs,0,4,4,0,16,16
r. r.dowdle,2,3,5,4,5,9
r. r.dwelley,0,0,0,0,3,3
r. r.finley,0,0,0,1,0,1
r. r.fitzpatrick,0,0,0,2,0,2
r. r.freeman,0,0,0,2,0,2
r. r.gage,0,0,0,0,13,13
r. r.gilliam,0,0,0,0,2,2
r. r.griffin,0,0,0,0,2,2
r. r.gronkowski,0,0,0,0,16,16
r. r.higgins,0,0,0,0,5,5
r. r.james,0,0,0,0,5,5
r. r.johnson,6,0,6,8,0,8
r. r.jones,0,0,0,12,1,13
r. r.mccloud,0,1,1,1,2,3
r. r.miller,0,2,2,0,2,2
r. r.moore,0,0,0,1,3,4
r. r.mostert,2,0,2,25,6,31
r. r.nall,0,0,0,0,1,1
r. r.odunze,0,3,3,0,3,3
r. r.pearsall,0,3,3,0,3,3
r. r.penny,0,0,0,8,0,8
r. r.rice,0,2,2,0,10,10
r. r.rodgers,0,0,0,0,2,2
r. r.seals-jones,0,0,0,0,2,2
r. r.shaheed,0,3,3,1,10,11
r. r.smith,0,0,0,1,0,1
r. r.stevenson,7,1,8,21,2,23
r. r.tannehill,0,0,0,17,0,17
r. r.tonyan,0,0,0,0,16,16
r. r.white,3,6,9,10,12,22
r. r.wilson,2,0,2,12,0,12
r. r.woods,0,0,0,3,14,17
r.anderson,0,0,0,0,9,9
r.bateman,0,11,11,0,15,15
r.bell,0,0,0,0,3,3
r.blackshear,0,0,0,3,0,3
r.bonnafon,0,0,0,0,1,1
r.burkhead,0,0,0,6,4,10
r.chosen,0,0,0,0,1,1
r.cobb,0,0,0,0,10,10
r.cracraft,0,0,0,0,3,3
r.davis,4,3,7,4,3,7
r.doubs,0,4,4,0,16,16
r.dowdle,2,3,5,4,5,9
r.dwelley,0,0,0,0,3,3
r.finley,0,0,0,1,0,1
r.fitzpatrick,0,0,0,2,0,2
r.freeman,0,0,0,2,0,2
r.gage,0,0,0,0,13,13
r.gilliam,0,0,0,0,2,2
r.griffin,0,0,0,0,2,2
r.gronkowski,0,0,0,0,16,16
r.higgins,0,0,0,0,5,5
r.james,0,0,0,0,5,5
r.johnson,6,0,6,8,0,8
r.jones,0,0,0,12,1,13
r.mccloud,0,1,1,1,2,3
r.miller,0,2,2,0,2,2
r.moore,0,0,0,1,3,4
r.mostert,2,0,2,25,6,31
r.nall,0,0,0,0,1,1
r.odunze,0,3,3,0,3,3
r.pearsall,0,3,3,0,3,3
r.penny,0,0,0,8,0,8
r.r.anderson,0,0,0,0,9,9
r.r.bateman,0,11,11,0,15,15
r.r.bell,0,0,0,0,3,3
r.r.blackshear,0,0,0,3,0,3
r.r.bonnafon,0,0,0,0,1,1
r.r.burkhead,0,0,0,6,4,10
r.r.chosen,0,0,0,0,1,1
r.r.cobb,0,0,0,0,10,10
r.r.cracraft,0,0,0,0,3,3
r.r.davis,4,3,7,4,3,7
r.r.doubs,0,4,4,0,16,16
r.r.dowdle,2,3,5,4,5,9
r.r.dwelley,0,0,0,0,3,3
r.r.finley,0,0,0,1,0,1
r.r.fitzpatrick,0,0,0,2,0,2
r.r.freeman,0,0,0,2,0,2
r.r.gage,0,0,0,0,13,13
r.r.gilliam,0,0,0,0,2,2
r.r.griffin,0,0,0,0,2,2
r.r.gronkowski,0,0,0,0,16,16
r.r.higgins,0,0,0,0,5,5
r.r.james,0,0,0,0,5,5
r.r.johnson,6,0,6,8,0,8
r.r.jones,0,0,0,12,1,13
r.r.mccloud,0,1,1,1,2,3
r.r.miller,0,2,2,0,2,2
r.r.moore,0,0,0,1,3,4
r.r.mostert,2,0,2,25,6,31
r.r.nall,0,0,0,0,1,1
r.r.odunze,0,3,3,0,3,3
r.r.pearsall,0,3,3,0,3,3
r.r.penny,0,0,0,8,0,8
r.r.rice,0,2,2,0,10,10
r.r.rodgers,0,0,0,0,2,2
r.r.seals-jones,0,0,0,0,2,2
r.r.shaheed,0,3,3,1,10,11
r.r.smith,0,0,0,1,0,1
r.r.stevenson,7,1,8,21,2,23
r.r.tannehill,0,0,0,17,0,17
r.r.tonyan,0,0,0,0,16,16
r.r.white,3,6,9,10,12,22
r.r.wilson,2,0,2,12,0,12
r.r.woods,0,0,0,3,14,17
r.rice,0,2,2,0,10,10
r.rodgers,0,0,0,0,2,2
r.seals-jones,0,0,0,0,2,2
r.shaheed,0,3,3,1,10,11
r.smith,0,0,0,1,0,1
r.stevenson,7,1,8,21,2,23
r.tannehill,0,0,0,17,0,17
r.tonyan,0,0,0,0,16,16
r.white,3,6,9,10,12,22
r.wilson,2,0,2,12,0,12
r.woods,0,0,0,3,14,17
s. s.ahmed,0,0,0,5,1,6
s. s.anderson,0,0,0,0,1,1
s. s.barkley,18,2,20,38,8,46
s. s.conner,0,0,0,1,0,1
s. s.darnold,1,0,1,11,0,11
s. s.diggs,1,3,4,1,42,43
s. s.fehoko,0,0,0,0,1,1
s. s.howell,0,0,0,6,0,6
s. s.hubbard,0,1,1,0,1,1
s. s.laporta,0,8,8,0,19,19
s. s.mckeon,0,0,0,0,1,1
s. s.michel,0,0,0,5,2,7
s. s.miller,0,0,0,1,6,7
s. s.moore,0,0,0,0,2,2
s. s.perine,1,1,2,9,7,16
s. s.shepard,0,1,1,1,7,8
s. s.sims,0,0,0,0,2,2
s. s.smartt,0,0,0,0,1,1
s. s.smith,0,0,0,0,2,2
s. s.toure,0,0,0,0,1,1
s. s.tucker,2,1,3,2,1,3
s. s.watkins,0,0,0,0,3,3
s. s.zylstra,0,0,0,0,4,4
s.ahmed,0,0,0,5,1,6
s.anderson,0,0,0,0,1,1
s.barkley,18,2,20,38,8,46
s.conner,0,0,0,1,0,1
s.darnold,1,0,1,11,0,11
s.diggs,1,3,4,1,42,43
s.fehoko,0,0,0,0,1,1
s.howell,0,0,0,6,0,6
s.hubbard,0,1,1,0,1,1
s.laporta,0,8,8,0,19,19
s.mckeon,0,0,0,0,1,1
s.michel,0,0,0,5,2,7
s.miller,0,0,0,1,6,7
s.moore,0,0,0,0,2,2
s.perine,1,1,2,9,7,16
s.s.ahmed,0,0,0,5,1,6
s.s.anderson,0,0,0,0,1,1
s.s.barkley,18,2,20,38,8,46
s.s.conner,0,0,0,1,0,1
s.s.darnold,1,0,1,11,0,11
s.s.diggs,1,3,4,1,42,43
s.s.fehoko,0,0,0,0,1,1
s.s.howell,0,0,0,6,0,6
s.s.hubbard,0,1,1,0,1,1
s.s.laporta,0,8,8,0,19,19
s.s.mckeon,0,0,0,0,1,1
s.s.michel,0,0,0,5,2,7
s.s.miller,0,0,0,1,6,7
s.s.moore,0,0,0,0,2,2
s.s.perine,1,1,2,9,7,16
s.s.shepard,0,1,1,1,7,8
s.s.sims,0,0,0,0,2,2
s.s.smartt,0,0,0,0,1,1
s.s.smith,0,0,0,0,2,2
s.s.toure,0,0,0,0,1,1
s.s.tucker,2,1,3,2,1,3
s.s.watkins,0,0,0,0,3,3
s.s.zylstra,0,0,0,0,4,4
s.shepard,0,1,1,1,7,8
s.sims,0,0,0,0,2,2
s.smartt,0,0,0,0,1,1
s.smith,0,0,0,0,2,2
s.toure,0,0,0,0,1,1
s.tucker,2,1,3,2,1,3
s.watkins,0,0,0,0,3,3
s.zylstra,0,0,0,0,4,4
t. t.allgeier,3,0,3,10,2,12
t. t.atwell,0,0,0,1,5,6
t. t.austin,0,0,0,0,1,1
t. t.badie,0,0,0,0,1,1
t. t.bagent,0,0,0,2,0,2
t. t.benson,1,0,1,1,0,1
t. t.bigsby,7,0,7,9,0,9
t. t.boyd,0,0,0,0,17,17
t. t.brady,0,0,0,7,0,7
t. t.bridgewater,0,0,0,7,0,7
t. t.burks,0,0,0,0,1,1
t. t.burton,0,0,0,2,3,5
t. t.chandler,0,0,0,3,0,3
t. t.coleman,0,0,0,1,1,2
t. t.conklin,0,4,4,0,11,11
t. t.decker,0,0,0,0,1,1
t. t.dell,0,3,3,0,4,4
t. t.devito,0,0,0,1,0,1
t. t.doyle,0,0,0,0,1,1
t. t.eifert,0,0,0,0,2,2
t. t.etienne,2,0,2,19,1,20
t. t.franklin,0,3,3,0,3,3
t. t.fulgham,0,0,0,0,4,4
t. t.fumagalli,0,0,0,0,1,1
t. t.goodson,1,1,2,1,1,2
t. t.gurley,0,0,0,9,0,9
t. t.heinicke,0,0,0,4,0,4
t. t.higbee,0,3,3,0,18,18
t. t.higgins,0,10,10,0,37,37
t. t.hill,6,6,12,33,59,92
t. t.hilton,0,0,0,0,8,8
t. t.hockenson,0,1,1,0,22,22
t. t.homer,0,0,0,1,2,3
t. t.hudson,0,1,1,0,2,2
t. t.huntley,2,0,2,5,0,5
t. t.irwin,0,0,0,0,5,5
t. t.jackson,0,0,0,0,1,1
t. t.johnson,0,2,2,4,10,14
t. t.jones,1,0,1,3,0,3
t. t.kelce,0,4,4,1,54,55
t. t.kraft,0,7,7,0,10,10
t. t.kroft,0,0,0,0,4,4
t. t.lance,0,0,0,1,0,1
t. t.lawrence,3,0,3,14,0,14
t. t.lockett,0,2,2,0,34,34
t. t.mabry,0,0,0,0,1,1
t. t.marshall,0,0,0,0,1,1
t. t.martin,0,1,1,0,1,1
t. t.mcbride,1,2,3,1,6,7
t. t.mclaurin,0,16,16,0,34,34
t. t.montgomery,0,0,0,0,1,1
t. t.palmer,0,1,1,0,5,5
t. t.patrick,0,3,3,0,14,14
t. t.pollard,5,0,5,27,4,31
t. t.quitoriano,0,0,0,0,2,2
t. t.scott,0,1,1,0,1,1
t. t.sermon,2,0,2,3,0,3
t. t.shavers,0,1,1,0,1,1
t. t.sherfield,0,1,1,0,5,5
t. t.siemian,0,0,0,1,0,1
t. t.smith,0,0,0,0,10,10
t. t.spears,4,1,5,6,2,8
t. t.steele,0,0,0,0,1,1
t. t.sweeney,0,0,0,0,1,1
t. t.tagovailoa,0,0,0,6,0,6
t. t.taylor,0,0,0,2,0,2
t. t.thornton,0,0,0,1,2,3
t. t.tracy,5,1,6,5,1,6
t. t.tremble,0,2,2,1,9,10
t. t.tucker,1,3,4,1,5,6
t. t.wallace,0,1,1,0,1,1
t. t.williams,0,0,0,1,0,1
t. t.yeldon,0,0,0,0,1,1
t. ty.johnson,1,4,5,1,6,7
t. ty.taylor,0,0,0,1,0,1
t.allgeier,3,0,3,10,2,12
t.atwell,0,0,0,1,5,6
t.austin,0,0,0,0,1,1
t.badie,0,0,0,0,1,1
t.bagent,0,0,0,2,0,2
t.benson,1,0,1,1,0,1
t.bigsby,7,0,7,9,0,9
t.boyd,0,0,0,0,17,17
t.brady,0,0,0,7,0,7
t.bridgewater,0,0,0,7,0,7
t.burks,0,0,0,0,1,1
t.burton,0,0,0,2,3,5
t.chandler,0,0,0,3,0,3
t.coleman,0,0,0,1,1,2
t.conklin,0,4,4,0,11,11
t.decker,0,0,0,0,1,1
t.dell,0,3,3,0,4,4
t.devito,0,0,0,1,0,1
t.doyle,0,0,0,0,1,1
t.eifert,0,0,0,0,2,2
t.etienne,2,0,2,19,1,20
t.franklin,0,3,3,0,3,3
t.fulgham,0,0,0,0,4,4
t.fumagalli,0,0,0,0,1,1
t.goodson,1,1,2,1,1,2
t.gurley,0,0,0,9,0,9
t.heinicke,0,0,0,4,0,4
t.higbee,0,3,3,0,18,18
t.higgins,0,10,10,0,37,37
t.hill,6,6,12,33,59,92
t.hilton,0,0,0,0,8,8
t.hockenson,0,1,1,0,22,22
t.homer,0,0,0,1,2,3
t.hudson,0,1,1,0,2,2
t.huntley,2,0,2,5,0,5
t.irwin,0,0,0,0,5,5
t.jackson,0,0,0,0,1,1
t.johnson,0,2,2,4,10,14
t.jones,1,0,1,3,0,3
t.kelce,0,4,4,1,54,55
t.kraft,0,7,7,0,10,10
t.kroft,0,0,0,0,4,4
t.lance,0,0,0,1,0,1
t.lawrence,3,0,3,14,0,14
t.lockett,0,2,2,0,34,34
t.mabry,0,0,0,0,1,1
t.marshall,0,0,0,0,1,1
t.martin,0,1,1,0,1,1
t.mcbride,1,2,3,1,6,7
t.mclaurin,0,16,16,0,34,34
t.montgomery,0,0,0,0,1,1
t.palmer,0,1,1,0,5,5
t.patrick,0,3,3,0,14,14
t.pollard,5,0,5,27,4,31
t.quitoriano,0,0,0,0,2,2
t.scott,0,1,1,0,1,1
t.sermon,2,0,2,3,0,3
t.shavers,0,1,1,0,1,1
t.sherfield,0,1,1,0,5,5
t.siemian,0,0,0,1,0,1
t.smith,0,0,0,0,10,10
t.spears,4,1,5,6,2,8
t.steele,0,0,0,0,1,1
t.sweeney,0,0,0,0,1,1
t.t.allgeier,3,0,3,10,2,12
t.t.atwell,0,0,0,1,5,6
t.t.austin,0,0,0,0,1,1
t.t.badie,0,0,0,0,1,1
t.t.bagent,0,0,0,2,0,2
t.t.benson,1,0,1,1,0,1
t.t.bigsby,7,0,7,9,0,9
t.t.boyd,0,0,0,0,17,17
t.t.brady,0,0,0,7,0,7
t.t.bridgewater,0,0,0,7,0,7
t.t.burks,0,0,0,0,1,1
t.t.burton,0,0,0,2,3,5
t.t.chandler,0,0,0,3,0,3
t.t.coleman,0,0,0,1,1,2
t.t.conklin,0,4,4,0,11,11
t.t.decker,0,0,0,0,1,1
t.t.dell,0,3,3,0,4,4
t.t.devito,0,0,0,1,0,1
t.t.doyle,0,0,0,0,1,1
t.t.eifert,0,0,0,0,2,2
t.t.etienne,2,0,2,19,1,20
t.t.franklin,0,3,3,0,3,3
t.t.fulgham,0,0,0,0,4,4
t.t.fumagalli,0,0,0,0,1,1
t.t.goodson,1,1,2,1,1,2
t.t.gurley,0,0,0,9,0,9
t.t.heinicke,0,0,0,4,0,4
t.t.higbee,0,3,3,0,18,18
t.t.higgins,0,10,10,0,37,37
t.t.hill,6,6,12,33,59,92
t.t.hilton,0,0,0,0,8,8
t.t.hockenson,0,1,1,0,22,22
t.t.homer,0,0,0,1,2,3
t.t.hudson,0,1,1,0,2,2
t.t.huntley,2,0,2,5,0,5
t.t.irwin,0,0,0,0,5,5
t.t.jackson,0,0,0,0,1,1
t.t.johnson,0,2,2,4,10,14
t.t.jones,1,0,1,3,0,3
t.t.kelce,0,4,4,1,54,55
t.t.kraft,0,7,7,0,10,10
t.t.kroft,0,0,0,0,4,4
t.t.lance,0,0,0,1,0,1
t.t.lawrence,3,0,3,14,0,14
t.t.lockett,0,2,2,0,34,34
t.t.mabry,0,0,0,0,1,1
t.t.marshall,0,0,0,0,1,1
t.t.martin,0,1,1,0,1,1
t.t.mcbride,1,2,3,1,6,7
t.t.mclaurin,0,16,16,0,34,34
t.t.montgomery,0,0,0,0,1,1
t.t.palmer,0,1,1,0,5,5
t.t.patrick,0,3,3,0,14,14
t.t.pollard,5,0,5,27,4,31
t.t.quitoriano,0,0,0,0,2,2
t.t.scott,0,1,1,0,1,1
t.t.sermon,2,0,2,3,0,3
t.t.shavers,0,1,1,0,1,1
t.t.sherfield,0,1,1,0,5,5
t.t.siemian,0,0,0,1,0,1
t.t.smith,0,0,0,0,10,10
t.t.spears,4,1,5,6,2,8
t.t.steele,0,0,0,0,1,1
t.t.sweeney,0,0,0,0,1,1
t.t.tagovailoa,0,0,0,6,0,6
t.t.taylor,0,0,0,2,0,2
t.t.thornton,0,0,0,1,2,3
t.t.tracy,5,1,6,5,1,6
t.t.tremble,0,2,2,1,9,10
t.t.tucker,1,3,4,1,5,6
t.t.wallace,0,1,1,0,1,1
t.t.williams,0,0,0,1,0,1
t.t.yeldon,0,0,0,0,1,1
t.tagovailoa,0,0,0,6,0,6
t.taylor,0,0,0,2,0,2
t.thornton,0,0,0,1,2,3
t.tracy,5,1,6,5,1,6
t.tremble,0,2,2,1,9,10
t.tucker,1,3,4,1,5,6
t.ty.johnson,1,4,5,1,6,7
t.ty.taylor,0,0,0,1,0,1
t.wallace,0,1,1,0,1,1
t.williams,0,0,0,1,0,1
t.yeldon,0,0,0,0,1,1
ty.johnson,1,4,5,1,6,7
ty.taylor,0,0,0,1,0,1
v. v.green,0,0,0,0,1,1
v. v.jefferson,0,3,3,0,14,14
v. v.jones,0,0,0,1,1,2
v. v.lowe,0,1,1,0,1,1
v.green,0,0,0,0,1,1
v.jefferson,0,3,3,0,14,14
v.jones,0,0,0,1,1,2
v.lowe,0,1,1,0,1,1
v.v.green,0,0,0,0,1,1
v.v.jefferson,0,3,3,0,14,14
v.v.jones,0,0,0,1,1,2
v.v.lowe,0,1,1,0,1,1
w. jr.,0,0,0,1,0,1
w. w.dissly,0,2,2,0,9,9
w. w.fuller,0,0,0,0,8,8
w. w.gallman,0,0,0,5,0,5
w. w.levis,0,0,0,1,0,1
w. w.morris,0,1,1,0,1,1
w. w.robinson,0,3,3,1,5,6
w. w.shipley,1,0,1,1,0,1
w. w.snead,0,0,0,0,3,3
w.dissly,0,2,2,0,9,9
w.fuller,0,0,0,0,8,8
w.gallman,0,0,0,5,0,5
w.gallman jr.,0,0,0,1,0,1
w.jr.,0,0,0,1,0,1
w.levis,0,0,0,1,0,1
w.morris,0,1,1,0,1,1
w.robinson,0,3,3,1,5,6
w.shipley,1,0,1,1,0,1
w.snead,0,0,0,0,3,3
w.w.dissly,0,2,2,0,9,9
